agent,time,seed,reward,return,value
robust-epc,9,19,0.7035399681100265,8.541400284766747,8.60875520463835
robust-epc,10,19,0.7228287081422229,7.9170306228855765,7.965183655747799
robust-epc,11,19,0.7484364531660483,7.266870620952882,7.315531109767546
robust-epc,12,19,0.783756904625127,6.5842769371584176,6.630954026010468
robust-epc,13,19,0.8162702278154956,5.859111143973021,5.90768195213941
robust-epc,14,19,0.8183519569839615,5.093778703189419,5.142001676153466
robust-epc,15,19,0.823733814076995,4.318612874955008,4.332846456941223
robust-epc,16,19,0.8491137924373244,3.530180869573751,3.54555447084058
robust-epc,17,19,0.8857633302001697,2.708148562764067,2.7126851646820347
robust-epc,18,19,0.9170365163096186,1.840793164205957,1.8614555509956972
robust-epc,19,19,0.9330875231276147,0.9330875231276147,0.9326470544000853
robust-epc,0,21,0.6319710093948951,12.761603675393278,15.018747856844396
robust-epc,1,21,0.6371729486073494,12.252154208079173,14.535344352699038
robust-epc,2,21,0.6461117433269326,11.732304302496793,14.021993406275998
robust-epc,3,21,0.6553122803599237,11.198174302191777,13.45346700656396
robust-epc,4,21,0.6630193035656409,10.649355577607935,12.43400494228726
robust-epc,5,21,0.670911048459846,10.08720835761848,11.899616040329764
robust-epc,6,21,0.6729450786021721,9.511411423392557,10.997262886111912
robust-epc,7,21,0.6733843836965241,8.92774378261655,10.155784453986655
robust-epc,8,21,0.6789409557226105,8.337736766585886,9.581778544752693
robust-epc,9,21,0.6844950302234327,7.7361573847103795,8.239457024443482
robust-epc,10,21,0.6882873241125429,7.122891267158532,7.634099445676137
robust-epc,11,21,0.692456485272861,6.499599942470696,6.91135213492061
robust-epc,12,21,0.6946340004445424,5.865801471917005,5.855555707307526
robust-epc,13,21,0.7032730326449015,5.223401486335821,5.288320830601581
robust-epc,14,21,0.7177455725371588,4.565786316859516,4.632054844134483
robust-epc,15,21,0.7327557849860189,3.886909842749855,3.956150791679216
robust-epc,16,21,0.7442146843016977,3.1860141997614506,3.185470078152827
robust-epc,17,21,0.7701355038179793,2.466464157030053,2.4656037701431144
robust-epc,18,21,0.8168711009477131,1.713463286072802,1.7124800017943766
robust-epc,19,21,0.9056486718435243,0.9056486718435243,0.9046978651526985
robust-epc,0,28,0.5931006138459173,11.292568372124368,13.949115372494392
robust-epc,1,28,0.5920098640609228,10.807543190180255,12.763484131575
robust-epc,2,28,0.5921040848807821,10.318720531433668,11.127075851763253
robust-epc,3,28,0.5920633816425798,9.824865097528166,11.637227267570804
robust-epc,4,28,0.5931246090177249,9.32606233927837,10.136299932703414
robust-epc,5,28,0.5954081181947939,8.8211492224855,9.632846229218979
robust-epc,6,28,0.5986135567675733,8.30882939827344,9.357239808610633
robust-epc,7,28,0.6031612798336016,7.788096809601885,8.594395767453289
robust-epc,8,28,0.6076936293816115,7.257510636129579,7.756524100612209
robust-epc,9,28,0.6130343995638533,6.716986875502998,7.224084406292812
robust-epc,10,28,0.6194314207782529,6.165608561554692,6.682400577746977
robust-epc,11,28,0.6238420191307777,5.6021991320974145,5.750095352367234
robust-epc,12,28,0.627123351854197,5.028643548451148,5.03064244666201
robust-epc,13,28,0.6324654659902332,4.445979996562576,4.446129519491735
robust-epc,14,28,0.6376570359736483,3.8520348793660038,3.8530385398746434
robust-epc,15,28,0.6441933152899739,3.2468463064569244,3.248189755762798
robust-epc,16,28,0.6528417243964819,2.628942415320152,2.628748603001892
robust-epc,17,28,0.6625034368732885,1.996061303963303,1.9962544296564757
robust-epc,18,28,0.6730361117862909,1.3470281485757722,1.347172378212096
robust-epc,19,28,0.6808000371610923,0.6808000371610923,0.6808275316162509
robust-epc,0,37,0.5,13.097167060448294,13.54106944700015
robust-epc,1,37,0.590744223285718,12.724411172169992,12.732499556929065
robust-epc,2,37,0.5920373698236215,12.256229241297252,12.232518831617838
robust-epc,3,37,0.5951394167540781,11.782011991387503,11.73921544405337
robust-epc,4,37,0.6001882671744547,11.29987128750851,11.261324739288824
robust-epc,5,37,0.6062320386036941,10.807760626600055,10.779237865903934
robust-epc,6,37,0.6125661179016499,10.304574331309457,10.280611215609234
robust-epc,7,37,0.6217735507870404,9.789907286270513,9.758321903365662
robust-epc,8,37,0.634367126105549,9.260741146953002,9.232478954129013
robust-epc,9,37,0.6504293768248399,8.713509111967126,8.694790099455792
robust-epc,10,37,0.6706498976928108,8.144524984992206,8.13149534791009
robust-epc,11,37,0.6977530617573724,7.549368775049895,7.552945382501815
robust-epc,12,37,0.7375637362361005,6.920823952820729,6.932726745978611
robust-epc,13,37,0.8046466248273538,6.245717390489525,6.259980258368816
robust-epc,14,37,0.9075566042476064,5.496031076426435,5.520366125819563
robust-epc,15,37,0.9807500319577787,4.634822699170534,4.642791368949423
robust-epc,16,37,0.925470985387407,3.690982492134096,3.693077845539968
robust-epc,17,37,0.912340690985979,2.793445966410797,2.7971445240449375
robust-epc,18,37,0.9298884164343983,1.9001063388129475,1.89866185400709
robust-epc,19,37,0.980018103412676,0.980018103412676,0.9786869306188521
robust-epc,0,25,0.5,15.040102309776909,15.575931874220428
robust-epc,1,25,0.6539067057075054,14.686972030077683,14.78281686063149
robust-epc,2,25,0.6583717311909699,14.174813458959779,14.203322141228268
robust-epc,3,25,0.6684356447812574,13.652971442190717,13.723021843669365
robust-epc,4,25,0.6850794219056494,13.11569272465602,13.19157905807441
robust-epc,5,25,0.709482908118914,12.5561750532832,12.60095459236763
robust-epc,6,25,0.7446163826282736,11.966355702186151,12.010788304743368
robust-epc,7,25,0.7895228653684838,11.335090221775632,11.405004550406389
robust-epc,8,25,0.8314846795016223,10.652088238795098,10.74141864426164
robust-epc,9,25,0.8701193791800999,9.919801575043916,9.956019669766393
robust-epc,10,25,0.9044724442113965,9.141093127135168,9.231472022222011
robust-epc,11,25,0.9369667399264647,8.319818871640173,8.420804248645977
robust-epc,12,25,0.9456258319722595,7.457426395670413,7.527515343757809
robust-epc,13,25,0.9641119983736791,6.577576326967831,6.6488525327575925
robust-epc,14,25,0.981566624334336,5.670165988478941,5.741764012726747
robust-epc,15,25,0.9835725599519171,4.73595895368142,4.79773932456077
robust-epc,16,25,0.9787186804572443,3.790289286595458,3.8356532495846283
robust-epc,17,25,0.9647485582674398,2.8399703092305186,2.8904647332411617
robust-epc,18,25,0.9573364424590105,1.8941633848111907,1.9454711428491789
robust-epc,19,25,0.9462898407597781,0.9462898407597781,0.9465002758510532
robust-epc,0,35,0.6831880856556652,13.553101303838002,16.321426835869076
robust-epc,1,35,0.6794401759238646,12.999912341598318,14.40088780222739
robust-epc,2,35,0.6831547400642497,12.444921379469147,13.860926533143003
robust-epc,3,35,0.68784878345982,11.880572363035249,14.093704615530195
robust-epc,4,35,0.6904539131353538,11.305781393510534,12.21029212000333
robust-epc,5,35,0.6943559706435078,10.722553010479983,11.656048707921885
robust-epc,6,35,0.696204876898283,10.12949195943078,11.105359369975025
robust-epc,7,35,0.6990217353911166,9.528572810638886,10.82078538936017
robust-epc,8,35,0.7000729607192808,8.918738459846232,9.406161835356507
robust-epc,9,35,0.7097958180633079,8.301682322350455,8.790549809662789
robust-epc,10,35,0.7225261283711644,7.668572226552675,8.053522539066241
robust-epc,11,35,0.731559842891737,7.016208179981323,7.27679966076394
robust-epc,12,35,0.7478950972529768,6.348129633423825,6.724607337616961
robust-epc,13,35,0.7720622181497611,5.656802561788735,5.575216837203401
robust-epc,14,35,0.7890635059732476,4.934081155190883,4.817813339728854
robust-epc,15,35,0.7937586984731683,4.186886514361248,4.200643020563357
robust-epc,16,35,0.8042263151325606,3.427401834230384,3.4832415438035587
robust-epc,17,35,0.8388117150204218,2.6496722415129526,2.7052803366600715
robust-epc,18,35,0.8952551997522589,1.8291520469621525,1.8840872663943353
robust-epc,19,35,0.9433301486968623,0.9433301486968623,0.943987899327013
robust-epc,0,13,0.6657156907163655,13.457655140896513,15.628638786292996
robust-epc,1,13,0.6739839035132025,12.921150959777929,15.233891280957456
robust-epc,2,13,0.6881587039495405,12.370875814408816,14.714544810286018
robust-epc,3,13,0.702508846341163,11.800724353999268,13.796944955439436
robust-epc,4,13,0.7141353728414199,11.210318694604146,12.614973651199763
robust-epc,5,13,0.7310655426620506,10.602205375517906,12.035201389928561
robust-epc,6,13,0.7448722627351386,9.970848316016015,11.42412161829719
robust-epc,7,13,0.7521093398064291,9.319167730586743,10.878771945245791
robust-epc,8,13,0.7545489799347718,8.65359433412153,10.216134919384968
robust-epc,9,13,0.7545145916241708,7.978833691097736,9.503278056818155
robust-epc,10,13,0.7542598710585268,7.297292019670267,8.681123391333124
robust-epc,11,13,0.7536772414161087,6.609123382436102,7.671197642812743
robust-epc,12,13,0.7542837177256767,5.914592061636357,6.881095114571767
robust-epc,13,13,0.7537451508132269,5.212432670616849,5.775551851913635
robust-epc,14,13,0.7541558230138377,4.503724767478406,5.074095126608536
robust-epc,15,13,0.754434881621036,3.787443378247039,4.113244277783198
robust-epc,16,13,0.7545436841242996,3.0636449460868715,3.2526391177785348
robust-epc,17,13,0.7597863518534677,2.332425517133911,2.3330719735436896
robust-epc,18,13,0.7800379584209851,1.5885244093741853,1.5895844059012147
robust-epc,19,13,0.8166529807608083,0.8166529807608083,0.8163571527557558
robust-epc,0,20,0.5736690389715984,12.156821308224446,12.529626423705206
robust-epc,1,20,0.5749419075456037,11.700153807326107,12.075166643256411
robust-epc,2,20,0.5770349057628168,11.237587777556065,11.190179975741318
robust-epc,3,20,0.5799956589159116,10.768235224033582,10.723800737782355
robust-epc,4,20,0.5836394956905431,10.291151075876435,10.252718469217957
robust-epc,5,20,0.5883091842431245,9.805567252713022,9.756344986526825
robust-epc,6,20,0.5941093905882298,9.31036168532313,9.263605676302573
robust-epc,7,20,0.6007901849554715,8.80429524720697,9.140713100169513
robust-epc,8,20,0.608838571192641,8.28636874974899,8.723633835229393
robust-epc,9,20,0.6194265788883566,7.7550809884407546,8.233843796064452
robust-epc,10,20,0.6316179846639367,7.2077317268206045,7.680108933928483
robust-epc,11,20,0.6427498132896308,6.642539133491583,6.5608790829245915
robust-epc,12,20,0.6548471403682621,6.060393252729245,6.06156870536314
robust-epc,13,20,0.6727824476357045,5.460147588243417,5.462537156272026
robust-epc,14,20,0.6975834922665701,4.835722364250215,4.8358011358932576
robust-epc,15,20,0.7310357239983929,4.179938254528934,4.177373783022701
robust-epc,16,20,0.7818371623234984,3.48373992982883,3.481831620029067
robust-epc,17,20,0.8682493784686247,2.7291947146518494,2.7333323140232584
robust-epc,18,20,0.9919505982527972,1.8797427638214395,1.880523176631396
robust-epc,19,20,0.8967597632006488,0.8967597632006488,0.8968459674160665
robust-epc,0,23,0.603801544739687,13.695107519096572,13.670501451148148
robust-epc,1,23,0.6072715168366531,13.223541388239282,13.19866569136748
robust-epc,2,23,0.6133782255347936,12.743706940810734,12.714188465968455
robust-epc,3,23,0.622382636707265,12.252857288157514,12.338768652993563
robust-epc,4,23,0.6343116750292229,11.747954193384091,11.70495634212612
robust-epc,5,23,0.6468655395584387,11.225901533691788,11.942077494909618
robust-epc,6,23,0.6592333875196841,10.68589494356904,10.549513775147194
robust-epc,7,23,0.669933076760738,10.127940965706419,10.001481816112008
robust-epc,8,23,0.676231076485339,9.553543322167354,9.554054248159545
robust-epc,9,23,0.6858493806511433,8.96698206634547,8.968682275532474
robust-epc,10,23,0.7036742231583374,8.364780490600332,8.370223919322028
robust-epc,11,23,0.7322619111019213,7.738491179234336,7.7462560880423865
robust-epc,12,23,0.7717884747233381,7.076999260739813,7.080987189383486
robust-epc,13,23,0.8233434543191798,6.368899783855025,6.3731072754187394
robust-epc,14,23,0.8881866630011368,5.601572050036207,5.603260247689153
robust-epc,15,23,0.9362984779378479,4.7609953404394645,4.76053350186695
robust-epc,16,23,0.9710388590928595,3.863330164143048,3.8645645865073344
robust-epc,17,23,0.98477275767153,2.921506368737564,2.9243015746914462
robust-epc,18,23,0.9814060561775326,1.9562965768343776,1.9565347475537032
robust-epc,19,23,0.9847378996533788,0.9847378996533788,0.9850913857379269
robust-epc,0,24,0.5887899607174996,11.34342982057211,14.063113619125257
robust-epc,1,24,0.589404781299961,10.86327258571173,13.6107700887213
robust-epc,2,24,0.5903121278559399,10.377644246880573,12.504697026713577
robust-epc,3,24,0.5908864255572202,9.886194059620843,10.781067253167654
robust-epc,4,24,0.5920895491171734,9.389199630367294,10.341921174914425
robust-epc,5,24,0.5951669337584651,8.885969779040526,9.843848153626931
robust-epc,6,24,0.6002749454175809,8.374548328567737,9.342896447545073
robust-epc,7,24,0.6065040715655285,7.852801397121371,8.830501819700027
robust-epc,8,24,0.6135236311595559,7.319492248036205,8.300186020495827
robust-epc,9,24,0.622536753272223,6.773705673612778,7.759774148101496
robust-epc,10,24,0.6300476050710658,6.213301939737933,7.20571142865973
robust-epc,11,24,0.6347258332339545,5.639650843097847,6.578955050809191
robust-epc,12,24,0.6386481167323224,5.055479807943325,5.067979626167329
robust-epc,13,24,0.6408737951583872,4.461446152738387,4.4740534495070134
robust-epc,14,24,0.6426233628959277,3.859163997555555,3.8614663094439154
robust-epc,15,24,0.6467588670453117,3.249030944100634,3.248793342675307
robust-epc,16,24,0.6522904513591788,2.6285576535912347,2.629562248452936
robust-epc,17,24,0.6599487692441794,1.9962294972040966,1.9965625000921525
robust-epc,18,24,0.6707540643149141,1.3497785130908255,1.350375811755872
robust-epc,19,24,0.6858832815918297,0.6858832815918297,0.6860775240051314
robust-epc,0,12,0.5,11.325077549783094,13.642669316191895
robust-epc,1,12,0.58708217597303,10.93442176745767,12.919876400241856
robust-epc,2,12,0.5895917213401033,10.45185817321681,12.452327654076527
robust-epc,3,12,0.5921546555429889,9.961885304925968,11.962158403302897
robust-epc,4,12,0.5941031477260437,9.464374393316138,10.254596711219207
robust-epc,5,12,0.5961852010490092,8.959869945040499,9.757969610621254
robust-epc,6,12,0.597652371021279,8.448166408072213,8.828369792460583
robust-epc,7,12,0.6005647757699258,7.929812158637307,8.321666089243633
robust-epc,8,12,0.6037078144809107,7.403280184714526,8.316494363852835
robust-epc,9,12,0.6068406196631488,6.868254919427894,6.866344917282381
robust-epc,10,12,0.6105605927563502,6.324660908853278,6.37057560808969
robust-epc,11,12,0.6166361521851829,5.771818501108008,5.816175125787407
robust-epc,12,12,0.6255427981916977,5.207254897901844,5.25288542739256
robust-epc,13,12,0.6360670611761863,4.627992019909239,4.673789560797618
robust-epc,14,12,0.6464448208038409,4.03224743306369,4.033030690238513
robust-epc,15,12,0.6586489549053551,3.4200026386463116,3.42285557750101
robust-epc,16,12,0.6730364578221368,2.789246145192885,2.7908462393777524
robust-epc,17,12,0.6917480965156402,2.137585542798736,2.138404088197589
robust-epc,18,12,0.7160961079523355,1.4604418649324198,1.4602450901368365
robust-epc,19,12,0.7518644009899842,0.7518644009899842,0.7523135735150224
robust-epc,0,36,0.5,13.263058403542994,15.127076942655329
robust-epc,1,36,0.636537415271832,12.891978185396962,14.32294476640161
robust-epc,2,36,0.637121235638294,12.379233101136498,13.110596466587078
robust-epc,3,36,0.6386609175239217,11.860719056058791,12.050509678702975
robust-epc,4,36,0.6421910249999925,11.335412261146333,12.347695525697482
robust-epc,5,36,0.6463347050941545,10.801233571864989,11.495006309924344
robust-epc,6,36,0.6549418457360509,10.257473602798825,11.010849635992066
robust-epc,7,36,0.6669664623341316,9.699527027336135,10.455388193625149
robust-epc,8,36,0.6819752096923707,9.123798550507074,9.876115412718502
robust-epc,9,36,0.703467475444243,8.527094283651214,9.284033138725459
robust-epc,10,36,0.7278030891159328,7.902653341623203,8.666233393932487
robust-epc,11,36,0.7443549452122102,7.247323487381082,7.5103459062904845
robust-epc,12,36,0.7585588912038939,6.568655093099871,6.793308436412949
robust-epc,13,36,0.7713540117257733,5.868784042319169,6.095948248203928
robust-epc,14,36,0.7809217962944255,5.148919222821611,5.148656482089866
robust-epc,15,36,0.8076883930855644,4.412118612653723,4.410240519476245
robust-epc,16,36,0.8561555737157795,3.6408386056244026,3.641371375688711
robust-epc,17,36,0.9143901084853556,2.812811143342044,2.8121686600067877
robust-epc,18,36,0.9746073970759206,1.9175970049057454,1.918227385991649
robust-epc,19,36,0.9525147553836615,0.9525147553836615,0.9517818258167102
robust-epc,0,33,0.5885365318397577,12.44064176441057,13.585710265262943
robust-epc,1,33,0.5892163634601446,11.971823467243244,13.16991604048541
robust-epc,2,33,0.589837063663974,11.497582933114243,12.146902619160954
robust-epc,3,33,0.5909339752181507,11.017925120656837,11.275607149659642
robust-epc,4,33,0.5938014077172027,10.532314288321906,10.887924887278187
robust-epc,5,33,0.5985631816717641,10.03890189960071,10.39247349923781
robust-epc,6,33,0.6056778322728407,9.535695674675702,9.877434564861213
robust-epc,7,33,0.613119153520496,9.020220042831173,9.37605021115761
robust-epc,8,33,0.6197207152846833,8.492021100313817,8.50951621681771
robust-epc,9,33,0.6284894401819954,7.951818570736498,7.957569370409645
robust-epc,10,33,0.638125234250429,7.397302152075255,7.397616809514078
robust-epc,11,33,0.6501331530599929,6.82745143214629,6.8252318019555664
robust-epc,12,33,0.6676355323989238,6.239715433420502,6.236213626114827
robust-epc,13,33,0.69447599615757,5.628363536385432,5.617014933893758
robust-epc,14,33,0.7312643778451227,4.983724788108952,4.974640395401191
robust-epc,15,33,0.7840568340793712,4.29541455582205,4.29022082890161
robust-epc,16,33,0.8564662458279575,3.5468259815582615,3.547047885093386
robust-epc,17,33,0.9052790400942282,2.7175350865962664,2.7148112166397187
robust-epc,18,33,0.9277181267273602,1.830561663133372,1.828258737498546
robust-epc,19,33,0.9119631680868806,0.9119631680868806,0.9122355493845484
robust-epc,0,18,0.5883969411420737,11.342089524703661,13.370389625312376
robust-epc,1,18,0.5884686116835317,10.862315740971306,12.333944947547147
robust-epc,2,18,0.5883428767627399,10.377623362916943,11.595084488987967
robust-epc,3,18,0.588196834851624,9.888162107226465,10.132846931706665
robust-epc,4,18,0.5883216090278219,9.393904315530143,10.08864406140091
robust-epc,5,18,0.5885451391347822,8.894527986365983,8.773314479644366
robust-epc,6,18,0.5887442988196716,8.389881663869899,8.776148824378636
robust-epc,7,18,0.589511756066592,7.879936732373967,8.069781614299114
robust-epc,8,18,0.5911035841472858,7.364065632633713,7.532793091023592
robust-epc,9,18,0.5934241984835434,6.841375806551945,7.031625106111454
robust-epc,10,18,0.5976422858144465,6.311062230372123,6.501557031051005
robust-epc,11,18,0.6039244126597084,5.7711312571289675,5.970110621699494
robust-epc,12,18,0.6128220972401266,5.219400852999252,5.419576697030099
robust-epc,13,18,0.6251199682507331,4.653109854302146,4.858589687547322
robust-epc,14,18,0.6421180088417667,4.068676652577185,4.27324023629693
robust-epc,15,18,0.6622773366666119,3.461170347207493,3.461701588174583
robust-epc,16,18,0.682210842431169,2.827164657112001,2.8271444709351448
robust-epc,17,18,0.7038243545306833,2.1666200148291233,2.1669188316221213
robust-epc,18,18,0.7278102571839066,1.4775713740388285,1.4781502288591537
robust-epc,19,18,0.757334461469618,0.757334461469618,0.7574427201331406
robust-epc,0,7,0.6668017590167996,13.310692888370932,15.541810882400284
robust-epc,1,7,0.6758910886584549,12.77160720136781,15.021548859229751
robust-epc,2,7,0.6929080305384689,12.217895063342784,14.487636732234051
robust-epc,3,7,0.711781228961205,11.641401043236682,13.930693264944535
robust-epc,4,7,0.7197671103374405,11.040020014419675,13.468971510393136
robust-epc,5,7,0.7249257989485047,10.424497882911348,12.326092325716669
robust-epc,6,7,0.7318148112528344,9.797547559558426,11.713865895685863
robust-epc,7,7,0.7357601120638557,9.157305806369285,10.666634612998338
robust-epc,8,7,0.7415417366760959,8.506611812429728,10.031269301982027
robust-epc,9,7,0.7445641529952421,7.843505127023871,9.028855910972654
robust-epc,10,7,0.749060440169759,7.1706474485137655,8.252823871330584
robust-epc,11,7,0.7463473007743042,6.486451523579805,6.8157761831359265
robust-epc,12,7,0.7439725446549881,5.798085073540911,5.8351379240316685
robust-epc,13,7,0.7470838918101104,5.1051641705918405,5.1200390040218595
robust-epc,14,7,0.7517471548753523,4.402101291698717,4.437740580230823
robust-epc,15,7,0.7483759579343809,3.6872264008316815,3.7158890053333433
robust-epc,16,7,0.7517164171645425,2.9685358009063645,2.9962593960134316
robust-epc,17,7,0.7561517292447463,2.239211498729113,2.2660008904140967
robust-epc,18,7,0.7514601233356714,1.49804017119633,1.5165550222254915
robust-epc,19,7,0.7541212604653119,0.7541212604653119,0.7536933416190909
robust-epc,0,17,0.5737382216016343,10.619400041173185,12.902667756692516
robust-epc,1,17,0.5731599693449376,10.147133151082373,11.754937288050819
robust-epc,2,17,0.5737178737051915,9.670679981552965,11.293786403792001
robust-epc,3,17,0.5753099180843748,9.18885061398765,10.835284882742675
robust-epc,4,17,0.5769307028423938,8.700546157478055,9.227350935634176
robust-epc,5,17,0.5771532676815857,8.20567217639966,9.308866585517258
robust-epc,6,17,0.5762958912329866,7.705574655270781,8.18596390003232
robust-epc,7,17,0.5754019825653063,7.201291680846256,7.378281061090549
robust-epc,8,17,0.5747897632367608,6.692817877051464,6.858919039867878
robust-epc,9,17,0.5739469653778551,6.179826377590611,6.177964356867616
robust-epc,10,17,0.5741013517379848,5.662504456780562,5.667912668247782
robust-epc,11,17,0.5753081505971416,5.139801116204622,5.144361828418429
robust-epc,12,17,0.5773015463292,4.610598955159072,4.614934321469414
robust-epc,13,17,0.5800703289909324,4.074037786696841,4.075136593092308
robust-epc,14,17,0.5840284194709721,3.529260058288796,3.5294123481284103
robust-epc,15,17,0.5892602922707562,2.9749814533513375,2.9746824171743764
robust-epc,16,17,0.5960819516461523,2.40981935462685,2.4094242950797486
robust-epc,17,17,0.6048994944933617,1.8320579828087853,1.8321326847576525
robust-epc,18,17,0.6159884333920055,1.239554028601438,1.2394066719647352
robust-epc,19,17,0.6298642375852853,0.6298642375852853,0.6298507001993391
robust-epc,0,27,0.5894285322641108,13.392662953801029,13.595088845365614
robust-epc,1,27,0.5918785014661829,12.932560021754462,13.445341023354997
robust-epc,2,27,0.5960480826079037,12.465334868978061,12.69410950655375
robust-epc,3,27,0.6018868116987852,11.989178572091067,12.221670682629888
robust-epc,4,27,0.6097826077223305,11.502314909487152,11.741498971652598
robust-epc,5,27,0.619751485085361,11.002557880570528,11.251804088638066
robust-epc,6,27,0.630121197360475,10.487683227762794,10.747130664356146
robust-epc,7,27,0.6395421404186741,9.957133364042749,10.155610212838793
robust-epc,8,27,0.6521213602831104,9.411708306690985,9.614854423777599
robust-epc,9,27,0.6684608811068274,8.848067622634215,9.03693416775265
robust-epc,10,27,0.6895029782239022,8.262229031845846,8.391250144254323
robust-epc,11,27,0.7185280069677089,7.6492182359817615,7.783384803566094
robust-epc,12,27,0.7551723179850658,7.0006972010242965,7.12800994248686
robust-epc,13,27,0.7998260188543187,6.308610992968919,6.285754024463648
robust-epc,14,27,0.8686699446777877,5.564429266782426,5.543442475395853
robust-epc,15,27,0.9369341699193943,4.743191234449129,4.736694304079607
robust-epc,16,27,0.9605466864689587,3.8447041055855906,3.8396631821099296
robust-epc,17,27,0.9714219881977186,2.9132903223400324,2.9108736897112584
robust-epc,18,27,0.9739710510455561,1.961483165800317,1.960325696539638
robust-epc,19,27,0.9974869846007683,0.9974869846007683,0.9951060285393918
robust-epc,0,31,0.6204486343588439,12.621354884696133,14.995314196418057
robust-epc,1,31,0.6221946177408549,12.122127525593221,14.603383802711965
robust-epc,2,31,0.623256292714822,11.616093846315522,13.486555065715732
robust-epc,3,31,0.6275880991113992,11.103876316768385,12.981527313457459
robust-epc,4,31,0.6355031731939367,10.582109310764631,12.47573273283215
robust-epc,5,31,0.6474996487021524,10.047076906637066,11.950368061911053
robust-epc,6,31,0.6649018213638654,9.494522482762537,11.420634655640068
robust-epc,7,31,0.6883225837586211,8.918808748887548,10.864953427094438
robust-epc,8,31,0.7124094540790087,8.313622389019118,10.27583458084994
robust-epc,9,31,0.7264265413239623,7.677992863575869,9.536887943810992
robust-epc,10,31,0.7309291740947633,7.021784163890816,8.514879228456678
robust-epc,11,31,0.7334383234463625,6.354398979591971,7.469507736346896
robust-epc,12,31,0.7365913865943088,5.677738036510716,6.4096661980342695
robust-epc,13,31,0.7341471039276137,4.991057222137785,5.7305148317955
robust-epc,14,31,0.7307415180212018,4.299909210313304,4.582220284342072
robust-epc,15,31,0.7336797217590735,3.6052198912041438,3.887795776241335
